,AGE07,EDCL07,MARRIED07,KIDS07,OCCAT107,INCOME07,RISK07,NETWORTH07,TrueRiskTol
14396,67,4,1,0,3,94782.891171,3,1958418.7133,1.3045688992803932
14397,67,4,1,0,3,94782.891171,3,1959454.3109,1.304441732798547
14398,67,4,1,0,3,94782.891171,3,1960489.9086,1.3049006785019794
14399,67,4,1,0,3,94782.891171,3,1960489.9086,1.3064244507744731
14400,60,1,1,0,3,10649.763053,4,65139.092097,2.056101720429298
14401,60,1,1,0,3,10649.763053,4,65242.651862,2.056101720429298
14402,60,1,1,0,3,10649.763053,4,65242.651862,1.983879415084453
14403,60,1,1,0,3,11714.739358,4,65139.092097,2.129500918594064
14404,60,1,1,0,3,11714.739358,4,65139.092097,2.129500918594064
14420,36,4,2,0,1,119277.34619,3,425630.63357,48.92003409243692
14421,36,4,2,0,1,119277.34619,3,425630.63357,48.92003409243692
14422,36,4,2,0,1,119277.34619,3,426666.23122,49.10722594071616
14423,36,4,2,0,1,119277.34619,3,425630.63357,48.92003409243692
14424,36,4,2,0,1,119277.34619,3,425630.63357,48.92003409243692
14430,69,3,1,0,2,686909.71691,3,5549767.7988,0.7974732396032447
14431,69,3,1,0,2,686909.71691,3,5544589.8106,0.7974732396032447
14432,69,3,1,0,2,686909.71691,3,5541483.0176,0.7974732396032447
14433,69,3,1,0,2,686909.71691,3,5538376.2247,0.7974732396032447
14434,69,3,1,0,2,686909.71691,3,5547696.6035,0.7974732396032447
14440,48,4,1,1,2,713534.12455,2,1926211.6264,14.91427796960462
14441,48,4,1,1,2,713534.12455,2,2058768.1254,14.918205233287
14442,48,4,1,1,2,713534.12455,2,2104334.4219,14.922137348347691
14443,48,4,1,1,2,713534.12455,2,1955208.3605,14.918205233287
14444,48,4,1,1,2,713534.12455,2,2132295.5585,14.918205233287
14445,72,4,1,0,1,22823507.199,2,324450672.11,0.4793711574831278
14446,72,4,1,0,1,22293148.999,2,321520966.36,0.4755770017674765
14447,72,4,1,0,1,20194080.701,2,341739974.85,0.4768333041517647
14448,72,4,1,0,1,22887405.777,2,331685357.28,0.4712251821793403
14449,72,4,1,0,1,22304863.738,2,334299205.75,0.4778398012691958
14460,47,4,2,0,1,77743.270286,3,330977.00849,10.486879455503406
14462,47,4,2,0,1,76678.293981,3,349617.76617,10.144630305389684
14465,36,3,2,1,1,29819.336548,2,-1655.92064,18.9658974673616
14466,36,3,2,1,1,29819.336548,2,-1655.92064,18.96519521859941
14467,36,3,2,1,1,29819.336548,2,-1655.92064,18.9658974673616
14468,36,3,2,1,1,29819.336548,2,-1552.360875,18.637389281789808
14469,36,3,2,1,1,30884.312854,2,-1552.360875,18.98314151911039
14515,47,4,2,0,1,106497.63053,2,453591.77008,9.679251918737036
14516,47,4,2,0,1,106497.63053,2,448413.78184,9.623438867646795
14517,47,4,2,0,1,106497.63053,2,446342.58654,9.693404513893576
14518,47,4,2,0,1,106497.63053,2,445617.66819,9.66517973608717
14519,47,4,2,0,1,106497.63053,2,452556.17244,9.693404513893576
14525,77,4,1,0,2,510123.65024,1,12978109.732,0.4705285714285714
14526,77,4,1,0,2,510123.65024,1,12978109.732,0.4705285714285714
14527,77,4,1,0,2,510123.65024,1,12977074.135,0.4705285714285714
14528,77,4,1,0,2,510123.65024,1,12977074.135,0.4705285714285714
14529,77,4,1,0,2,510123.65024,1,12977074.135,0.4705285714285714
14530,81,4,1,0,2,1640063.5102,3,100089477.14,0.4912384191863846
14531,81,4,1,0,2,1629413.7471,3,78908398.432,0.4921019343844092
14532,81,4,1,0,2,1640063.5102,3,59694955.258,0.495563873710305
14533,81,4,1,0,2,1640063.5102,3,102465138.15,0.4861018916357156
14534,81,4,1,0,2,1629413.7471,3,61286668.844,0.4868134350573901
14568,67,1,1,0,3,14909.668274,4,67106.727629,1.0533732312232038
14569,67,1,1,0,3,9478.2891171,4,66071.12998,1.0322993128988918
14571,65,2,1,0,1,70288.436149,3,37385.075114,2.1916212143239
14580,60,4,1,0,1,2076703.7953,1,41927206.401,1.4074932158328464
14581,60,4,1,0,1,2076703.7953,1,41926170.803,1.4074932158328464
14582,60,4,1,0,1,2076703.7953,1,41926170.803,1.4074932158328464
14583,60,4,1,0,1,2076703.7953,1,41915814.827,1.404643804519487
14584,60,4,1,0,1,2076703.7953,1,41926170.803,1.404643804519487
14595,70,4,1,0,2,55400067.401,2,1204648608.8,0.4819563070199149
14596,70,4,1,0,2,55410717.164,2,1236145275.6,0.4821939172698111
14597,70,4,1,0,2,55400067.401,2,1296168515.3,0.483390211307888
14598,70,4,1,0,2,55410717.164,2,1320686289.7,0.4789165985551463
14599,70,4,1,0,2,55410717.164,2,1451955540.8,0.483911831996983
14600,43,2,1,2,2,182110.94821,2,1109125.0816,16.686040561810458
14601,43,2,1,2,2,181045.9719,2,1209681.6133,15.411781511105405
14610,39,4,1,2,2,244944.55022,1,1486082.6257,11.910555707226024
14611,39,4,1,2,2,244944.55022,1,1445694.3174,12.018312411739636
14612,39,4,1,2,2,244944.55022,1,1463299.4775,11.862469853202423
14613,39,4,1,2,2,244944.55022,1,1827829.8498,11.858137912947512
14614,39,4,1,2,2,244944.55022,1,1970742.3253,11.91496703999075
14615,29,2,1,3,1,42599.052212,4,503445.44089,11.31045367506491
14620,61,2,1,0,1,101172.749,3,715597.97518,3.349484737333041
14622,61,2,1,0,1,101172.749,3,625500.97975,3.557301735252384
14623,61,2,1,0,1,101172.749,3,650148.20379,3.1652091868360497
14624,61,2,1,0,1,101172.749,3,749772.69758,3.474710807774213
14625,46,4,1,4,2,1064976.3053,3,4665367.4069,12.228605263045488
14626,46,4,1,4,2,1064976.3053,3,4894234.4873,12.226748582252869
14627,46,4,1,4,2,1064976.3053,3,3669122.469,11.990618807619722
14628,46,4,1,4,2,1064976.3053,3,3614235.7936,12.203749722370077
14629,46,4,1,4,2,1064976.3053,3,3846209.6669,11.97098216231063
14635,30,4,1,4,1,48988.910043,2,92064.63096,35.515746518101835
14636,30,4,1,4,1,47923.933738,2,91029.033312,35.151414879882125
14637,30,4,1,4,1,47923.933738,2,92064.63096,35.54916816500881
14638,30,4,1,4,1,47923.933738,2,91029.033312,35.151414879882125
14639,30,4,1,4,1,47923.933738,2,91029.033312,35.151414879882125
14643,65,4,1,1,2,1109705.3101,3,17856188.896,1.7545233417782466
14657,42,4,1,4,2,11469794.808,3,160855240.37,16.561479160063577
14658,42,4,1,4,2,12396324.194,3,154883984.32,17.46789170013964
14668,71,4,1,0,2,1522916.1166,2,40357240.366,0.7640853356017054
14685,48,4,2,0,1,45793.981128,3,730510.58132,2.665594458610836
14686,48,4,2,0,1,40469.099601,3,573099.73873,2.5409678303153784
14687,48,4,2,0,1,42599.052212,3,768206.33573,2.584180582467136
14688,48,4,2,0,1,43664.028517,3,594433.05029,2.611243258615457
14689,48,4,2,0,1,48988.910043,3,781565.5454,2.751281565140663
14705,30,2,1,0,1,100107.7727,3,52194.121489,47.65095637386642
14706,30,2,1,0,1,100107.7727,3,52194.121489,47.65095637386642
14707,30,2,1,0,1,100107.7727,3,58925.506205,47.8987172886364
14708,30,2,1,0,1,100107.7727,3,56336.512084,47.65095637386642
14709,30,2,1,0,1,100107.7727,3,62342.978445,47.65095637386642
14711,74,4,1,0,1,367416.82533,2,9649698.8896,0.5721840725805928
14714,74,4,1,0,1,372741.70685,2,9399084.2587,0.5474049342089267
14720,29,4,1,1,1,91587.962255,2,68038.765513,70.06122986283916
14721,29,4,1,1,1,92652.938561,2,62860.77727,69.55858775811406
14722,29,4,1,1,1,91587.962255,2,59753.984324,69.62199606096387
14723,29,4,1,1,1,91587.962255,2,57682.789027,69.48454091718452
14724,29,4,1,1,1,91587.962255,2,54575.996081,70.22489645428318
14755,64,4,1,0,2,181045.9719,2,6872225.9961,0.7712258698504795
14756,64,4,1,0,2,181045.9719,2,6519087.1979,0.791194382256132
14758,64,4,1,0,2,181045.9719,2,7809441.8681,0.7337335318687119
14759,64,4,1,0,2,181045.9719,2,8051771.7178,0.726460208170695
14765,39,3,1,2,4,51118.862654,3,85177.906597,14.897342899805306
14766,39,3,1,2,4,51118.862654,3,85281.466362,14.897342899805306
14767,39,3,1,2,4,51118.862654,3,85281.466362,14.897342899805306
14768,39,3,1,2,4,51118.862654,3,85177.906597,14.897342899805306
14769,39,3,1,2,4,51118.862654,3,85177.906597,14.897342899805306
14775,59,3,1,1,1,115017.44097,3,432672.69758,2.3342884272529485
14776,59,3,1,1,1,115017.44097,3,432672.69758,2.3342884272529485
14777,59,3,1,1,1,115017.44097,3,432672.69758,2.3342884272529485
14778,59,3,1,1,1,115017.44097,3,433708.29523,2.3342884272529485
14779,59,3,1,1,1,115017.44097,3,434743.89288,2.3342884272529485
14780,61,1,1,0,3,21299.526106,4,20308.069889,5.056188814025107
14781,61,1,1,0,3,22364.502411,4,21343.667538,5.173731787259522
14782,61,1,1,0,3,21299.526106,4,20302.891901,5.056507614582743
14783,61,1,1,0,3,21299.526106,4,20308.069889,5.056188814025107
14784,61,1,1,0,3,22364.502411,4,20302.891901,5.174068550032984
14785,76,4,2,0,3,2534643.6066,2,71534943.174,0.510066748478454
14786,76,4,2,0,3,3131030.3376,2,69230738.406,0.4910602307157873
14787,76,4,2,0,3,2012805.217,2,82584770.085,0.4886492631913788
14788,76,4,2,0,3,3397274.4139,2,87262564.664,0.4834631694550331
14789,76,4,2,0,3,1427068.2491,2,67919671.783,0.4888283844545095
14790,54,4,1,0,1,59638.673096,4,124996.63619,13.010468898757528
14791,54,4,1,0,1,59638.673096,4,123961.03854,13.009552662646916
14792,54,4,1,0,1,59638.673096,4,134317.01502,13.010468898757528
14793,54,4,1,0,1,59638.673096,4,127067.83148,13.010468898757528
14794,54,4,1,0,1,59638.673096,4,133281.41737,13.010468898757528
14824,55,3,2,1,2,1682662.5624,3,50729786.414,2.355330398969878
14830,64,4,1,0,3,69223.459844,2,2711194.644,0.6158699236259322
14831,64,4,1,0,3,69223.459844,2,2711194.644,0.6171388898140542
14832,64,4,1,0,3,69223.459844,2,2711194.644,0.6158699236259322
14833,64,4,1,0,3,69223.459844,2,2711194.644,0.6158699236259322
14834,64,4,1,0,3,69223.459844,2,2711194.644,0.6158699236259322
14840,73,4,1,1,2,12627424.052,1,188230228.61,0.4509660099017332
14841,73,4,1,1,2,11137522.201,1,186196314.83,0.45089183773089
14842,73,4,1,1,2,11978853.482,1,191721228.28,0.4509058441408329
14843,73,4,1,1,2,10755195.707,1,183493404.96,0.4508452648256723
14844,73,4,1,1,2,10957541.205,1,183121625.41,0.4510108416987006
14850,43,3,1,2,1,86263.080729,3,151197.25669,26.030933536428748
14851,43,3,1,2,1,86263.080729,3,151197.25669,25.725999320674017
14852,43,3,1,2,1,86263.080729,3,151197.25669,25.268598186925303
14853,43,3,1,2,1,86263.080729,3,151197.25669,25.268598186925303
14854,43,3,1,2,1,86263.080729,3,152232.85434,25.725999320674017
14865,68,4,1,0,2,108627.58314,3,302135.61398,1.0953030157052392
14866,68,4,1,0,2,109692.55945,3,337345.93403,1.0984242390651708
14867,68,4,1,0,2,108627.58314,3,325954.3599,1.0953030157052392
14868,68,4,1,0,2,101172.749,3,307313.60222,1.0734968128902578
14869,68,4,1,0,2,103302.70161,3,304206.80927,1.0828571402835654
14880,71,4,1,0,3,943569.00649,3,5677146.3096,0.5236483435177363
14881,71,4,1,0,3,943569.00649,3,6256045.3952,0.5198329889496208
14882,71,4,1,0,3,944633.9828,3,6477663.292,0.5198499708011172
14883,71,4,1,0,3,942504.03018,3,4455141.0843,0.5369971275169029
14884,71,4,1,0,3,943569.00649,3,8514683.8668,0.5120447178360674
14925,59,4,1,0,2,310973.08115,2,1142782.0052,3.735869801919695
14926,59,4,1,0,2,310973.08115,2,1142782.0052,3.744236535816057
14927,59,4,1,0,2,310973.08115,2,1142782.0052,3.73613153585611
14928,59,4,1,0,2,310973.08115,2,1152102.3841,3.744236535816057
14929,59,4,1,0,2,310973.08115,2,1142782.0052,3.744236535816057
14940,51,4,1,3,1,1863708.5343,3,13392348.792,7.112718757251162
14950,61,2,2,0,1,31949.289159,4,342575.70216,1.702878638830522
14951,61,2,2,0,1,31949.289159,4,275986.77335,1.6846992614783662
14952,61,2,2,0,1,31949.289159,4,274019.13782,1.6846992614783662
14953,61,2,2,0,1,31949.289159,4,308400.97975,1.702878638830522
14954,61,2,2,0,1,31949.289159,4,278368.64794,1.6846992614783662
14985,72,4,1,0,2,1139524.6467,3,6797662.9654,0.4785097402598099
14986,72,4,1,0,2,1139524.6467,3,6798698.563,0.4785097402598099
14987,72,4,1,0,2,1128874.8836,3,6796627.3677,0.4785097402598099
14988,72,4,1,0,2,1139524.6467,3,6797662.9654,0.4785097402598099
14989,72,4,1,0,2,1139524.6467,3,6797662.9654,0.4785097402598099
14992,58,3,1,0,1,115017.44097,3,337294.15415,7.002685200094996
14993,58,3,1,0,1,115017.44097,3,348789.28805,6.800849343118397
14994,58,3,1,0,1,115017.44097,3,332323.28543,7.131983688809882
14996,55,4,1,2,1,6230111.386,2,46958346.897,6.600597191525308
15010,60,4,1,0,2,441965.1667,3,6671475.3919,2.403738917896725
15011,60,4,1,0,2,441965.1667,3,6754323.2038,2.3813773858739395
15025,53,4,2,0,1,76678.293981,3,109669.79099,8.046482060244026
15026,53,4,2,0,1,77743.270286,3,109773.35075,8.104830416074083
15027,53,4,2,0,1,77743.270286,3,108634.19334,8.102477162374258
15028,53,4,2,0,1,76678.293981,3,109566.23122,8.046482060244026
15029,53,4,2,0,1,76678.293981,3,109566.23122,8.046482060244026
15036,59,3,1,0,3,138446.91969,3,204323.41607,4.863754442673118
15047,67,2,1,0,1,38339.146991,1,25475.702155,2.9411173624875087
15060,68,2,1,0,3,78808.246592,3,3421614.631,1.249867362590405
15061,68,2,1,0,3,78808.246592,3,3534494.7747,1.2882259608349438
15062,68,2,1,0,3,78808.246592,3,3618378.1842,1.249867362590405
15063,68,2,1,0,3,78808.246592,3,3857601.241,1.259759952823318
15064,68,2,1,0,3,78808.246592,3,3767504.2456,1.2740131296662591
15070,53,4,1,2,1,217255.16628,2,625500.97975,3.7582415935824223
15071,53,4,1,2,1,217255.16628,2,624465.3821,3.7582415935824223
15072,53,4,1,2,1,217255.16628,2,629643.37035,3.765825082882011
15073,53,4,1,2,1,216190.18997,2,625500.97975,3.749799802595589
15074,53,4,1,2,1,217255.16628,2,626536.5774,3.75728609379213
15080,69,4,1,0,3,60703.649402,4,1196943.7622,1.4910216999471857
15081,69,4,1,0,3,61768.625707,4,1254315.872,1.5828148161743774
15082,69,4,1,0,3,61768.625707,4,1222937.2632,1.5389376676245623
15084,69,4,1,0,3,60703.649402,4,1208749.5754,1.6176164428024853
15093,49,4,1,0,1,69223.459844,3,344543.33769,9.510688831830596
15094,49,4,1,0,1,69223.459844,3,348685.72828,9.510688831830596
15095,64,4,1,0,2,167201.27993,3,1264568.2887,1.3109012880280075
15096,64,4,1,0,2,167201.27993,3,1248102.2861,1.3736140860726669
15098,64,4,1,0,2,167201.27993,3,1259493.8602,1.1631157913464674
15099,64,4,1,0,2,167201.27993,3,1257319.1052,1.3883122038999367
15115,60,3,1,0,1,43664.028517,4,243334.37949,2.2556863336471533
15116,60,3,1,0,1,44729.004822,4,234221.12018,2.266043752172828
15125,67,2,1,1,2,45793.981128,3,581591.63945,1.585084889768166
15126,67,2,1,1,2,45793.981128,3,583662.83475,1.5708421040955018
15127,67,2,1,1,2,45793.981128,3,582627.2371,1.585084889768166
15128,67,2,1,1,2,45793.981128,3,581591.63945,1.5912420568979968
15129,67,2,1,1,2,45793.981128,3,580556.0418,1.585084889768166
15165,60,2,1,0,2,60703.649402,3,215922.10973,3.3843916928365045
15166,60,2,1,0,2,60703.649402,3,223171.29327,3.359040406118851
15167,60,2,1,0,2,60703.649402,3,226174.52645,3.379311440407351
15168,60,2,1,0,2,60703.649402,3,217993.30503,3.379311440407351
15169,60,2,1,0,2,59638.673096,3,226174.52645,3.33643823176066
15170,53,4,1,1,1,106497.63053,3,430808.62182,6.084953181873855
15171,53,4,1,1,1,106497.63053,3,420349.08556,6.041047192663735
15172,53,4,1,1,1,106497.63053,3,982678.60875,5.9493208869324565
15173,53,4,1,1,1,106497.63053,3,719636.80601,5.9493208869324565
15174,53,4,1,1,1,106497.63053,3,572685.49967,6.107857902196182
15177,59,4,1,0,2,3706117.5424,2,33134982.364,2.206104751479786
15195,44,4,2,0,1,141641.8486,2,1578250.8165,4.266255402919482
15196,44,4,2,0,1,141641.8486,2,1577215.2188,4.250670706860674
15197,44,4,2,0,1,141641.8486,2,1578250.8165,4.266255402919482
15198,44,4,2,0,1,141641.8486,2,1578250.8165,4.248417648332157
15199,44,4,2,0,1,142706.82491,2,1579286.4141,4.2824663161090815
15215,82,4,1,0,3,342922.3703,3,9354553.5598,0.4895448369565371
15216,82,4,1,0,3,319492.89159,3,10106397.453,0.4944241071428488
15218,82,4,1,0,3,328012.70203,3,10174746.897,0.4918485077856198
15219,82,4,1,0,3,531423.17634,3,11542771.391,0.4969156003941413
15240,39,3,1,0,1,106497.63053,4,460530.27433,15.37400444299282
15241,39,3,1,0,1,106497.63053,4,302498.07315,15.734673141696929
15242,39,3,1,0,1,106497.63053,4,304362.14892,15.756181208455152
15243,39,3,1,0,1,106497.63053,4,391041.67211,16.187521212951708
15244,39,3,1,0,1,106497.63053,4,244835.99608,16.138932182196445
15271,49,4,1,2,2,2428145.9761,2,58670024.265,23.082044267115407
15274,49,4,1,2,2,2385546.9239,2,62822770.836,22.843832213507312
15288,55,3,1,1,3,2907385.3135,2,30280875.245,5.790387605988586
15290,60,4,1,0,2,1384469.1969,3,90264762.247,2.438045873924679
15291,60,4,1,0,2,1373819.4338,3,94350194.971,2.389534338859361
15292,60,4,1,0,2,1405768.723,3,102609086.22,2.349397122396432
15293,60,4,1,0,2,1395118.9599,3,88353048.988,2.435402256382797
15294,60,4,1,0,2,1395118.9599,3,95225274.984,2.4257390632010694
15295,56,4,1,2,1,692234.59844,3,7947176.3553,2.0385865216547536
15297,56,4,1,2,1,692234.59844,3,7921286.4141,2.0262136570963785
15298,56,4,1,2,1,692234.59844,3,8767369.693,1.878363442810593
15299,56,4,1,2,1,692234.59844,3,9982332.8543,1.8404378337090697
15300,59,4,1,0,2,1395118.9599,3,3311841.2802,5.568170332840424
15302,59,4,1,0,2,1384469.1969,3,4265626.7146,5.761504396644002
15303,59,4,1,0,2,1384469.1969,3,4721289.6799,5.566916931565173
15319,64,4,1,0,1,77743.270286,4,870937.62247,0.7841664208417454
15334,58,4,1,0,1,127797.15664,2,848672.27302,3.830610478752871
15375,36,4,1,2,2,77743.270286,3,317980.258,38.71961204794256
15376,36,4,1,2,2,77743.270286,3,201164.84324,38.507034720803134
15377,36,4,1,2,2,77743.270286,3,315598.38341,38.66183564344159
15378,36,4,1,2,2,77743.270286,3,215041.85173,38.60645573345735
15379,36,4,1,2,2,77743.270286,3,217320.16656,39.15262028508296
15390,49,4,1,1,1,102237.72531,3,830859.99347,6.741170742848849
15391,49,4,1,1,1,103302.70161,3,829824.39582,6.770173157871808
15392,49,4,1,1,1,103302.70161,3,830859.99347,6.770173157871808
15393,49,4,1,1,1,102237.72531,3,830859.99347,6.741170742848849
15394,49,4,1,1,1,103302.70161,3,829824.39582,6.770173157871808
15410,66,1,1,0,3,25559.431327,4,201941.54148,0.8565715589416043
15411,66,1,1,0,3,25559.431327,4,201941.54148,0.8565715589416043
15412,66,1,1,0,3,25559.431327,4,201837.98171,0.8474056062177238
15413,66,1,1,0,3,25559.431327,4,201941.54148,0.8565715589416043
15414,66,1,1,0,3,25559.431327,4,201837.98171,0.8565715589416043
15450,60,4,2,0,3,69223.459844,3,513863.55323,2.1081770532801194
15451,60,4,2,0,3,72418.38876,3,514899.15088,2.2152743448778587
15452,60,4,2,0,3,70288.436149,3,514899.15088,2.153351510018444
15453,60,4,2,0,3,71353.412455,3,514899.15088,2.13569795550718
15454,60,4,2,0,3,66028.530928,3,513863.55323,2.0584864309865742
15456,51,4,1,2,2,686909.71691,3,18290725.669,2.524318114495756
15465,79,4,2,0,3,30884.312854,4,1414626.388,0.5516975138121547
15466,79,4,2,0,3,28754.360243,4,1680774.9837,0.5502355769230769
15467,79,4,2,0,3,28754.360243,4,1325564.9902,0.5502663674762407
15468,79,4,2,0,3,28754.360243,4,1567894.84,0.5637991251682368
15485,35,2,2,0,1,55378.767875,3,135663.29197,25.80963664732332
15490,70,4,1,0,2,1405768.723,1,54962274.004,0.4607517857141225
15491,70,4,1,0,2,2715689.5785,1,32118025.474,0.4608964285713018
15492,70,4,1,0,2,1075626.0683,1,51191662.965,0.4612821428570612
15493,70,4,1,0,2,1246022.2772,1,33710774.657,0.4618767857142157
15494,70,4,1,0,2,2715689.5785,1,34915174.722,0.4634678571427214
15515,45,1,1,2,1,93717.914866,3,589462.18158,11.187465776521938
15516,45,1,1,2,1,93717.914866,3,584801.99216,11.18620601816188
15517,45,1,1,2,1,93717.914866,3,584698.4324,11.187465776521938
15518,45,1,1,2,1,94782.891171,3,583869.95428,11.240360395163762
15519,45,1,1,2,1,94782.891171,3,590912.01829,11.236542232196175
15535,52,4,1,1,2,1672012.7993,3,14900178.968,4.56627940930298
15536,52,4,1,1,2,1682662.5624,3,14900178.968,4.578596658314108
15537,52,4,1,1,2,1672012.7993,3,14900178.968,4.56627940930298
15538,52,4,1,1,2,1682662.5624,3,14901214.566,4.578596658314108
15539,52,4,1,1,2,1682662.5624,3,14900178.968,4.578596658314108
15550,57,4,1,0,2,481369.28999,3,12341942.097,2.1742984526901115
15551,57,4,1,0,2,480304.31369,3,12176246.473,2.172293046723709
15552,57,4,1,0,2,480304.31369,3,6585054.7681,2.172293046723709
15553,57,4,1,0,2,480304.31369,3,6587229.5232,2.172293046723709
15554,57,4,1,0,2,481369.28999,3,10146578.641,2.1742984526901115
15556,60,4,1,0,1,104367.67792,2,778251.63292,2.73939900043309
15557,60,4,1,0,1,117147.39358,2,798963.58589,2.8145105672484183
15558,60,4,1,0,1,115017.44097,2,771002.44938,2.856298704657232
15565,55,2,1,1,2,66028.530928,3,679455.61724,5.212272328554215
15566,55,2,1,1,2,66028.530928,3,662057.57675,5.235174774500104
15567,55,2,1,1,2,62833.602012,3,676970.18289,5.101183609841609
15568,55,2,1,1,2,60703.649402,3,670238.79817,5.023704079279113
15569,55,2,1,1,2,57508.720486,3,659261.4631,4.9109390283815255
15600,76,4,1,0,2,37188972.581,1,374075475.83,0.4501246901512059
15601,76,4,1,0,2,33174011.91,1,372313924.23,0.4501223998136468
15602,76,4,1,0,2,35495660.255,1,375047902.02,0.4501343556427013
15603,76,4,1,0,2,37508465.472,1,365415808.3,0.4501123757081319
15604,76,4,1,0,2,36017498.645,1,374729973.55,0.4501347067003882
15605,52,3,2,0,3,3194.9289159,3,844747.35794,0.8390110606208041
15606,52,3,2,0,3,3194.9289159,3,831491.70803,0.8499586743740559
15607,52,3,2,0,3,3194.9289159,3,899634.03331,0.8967449217844443
15608,52,3,2,0,3,3194.9289159,3,840604.96734,0.8169234627121638
15620,62,4,1,0,2,1086275.8314,3,121405183.54,1.5964697323127628
15621,62,4,1,0,2,1139524.6467,3,105450766.17,1.5972764940716258
15622,62,4,1,0,2,1086275.8314,3,118276953.72,1.5501708831591672
15623,62,4,1,0,2,1139524.6467,3,106694415.38,1.555486554981366
15624,62,4,1,0,2,1107575.3575,3,103018147.29,1.6083743106047517
15630,78,4,1,0,3,16550796.761,4,66348670.15,0.5032242387843823
15631,78,4,1,0,3,16577421.168,4,67878247.877,0.5024937880157477
15632,78,4,1,0,3,16585940.979,4,66325887.002,0.5040043714804902
15633,78,4,1,0,3,16518847.471,4,60865180.601,0.5065853529414991
15634,78,4,1,0,3,16539082.021,4,73668274.331,0.5073043052351646
15656,40,4,2,2,1,83068.151813,2,141669.75833,20.90711271417893
15657,40,4,2,2,1,89458.009645,2,146847.74657,23.06457068741276
15658,40,4,2,2,1,96912.843782,2,145812.14892,24.367347484083663
15659,40,4,2,2,1,85198.104423,2,147883.34422,22.52851415790142
15663,47,4,1,2,1,156551.51688,3,792542.88047,6.904424308955398
15680,40,4,1,2,1,173591.13776,3,862445.72175,10.850126517483687
15681,40,4,1,2,1,170396.20885,3,868348.62835,10.748806461139583
15682,40,4,1,2,1,170396.20885,3,868141.50882,10.702911884823486
15683,40,4,1,2,1,170396.20885,3,862031.48269,10.763643058501284
15684,40,4,1,2,1,168266.25624,3,862031.48269,10.65967761689476
15697,73,4,1,0,1,749743.31893,3,34181971.587,0.4796806544754699
15699,73,4,1,0,1,697559.47997,3,29231814.827,0.4871145696334427
15705,62,2,1,0,3,76678.293981,3,282614.5983,2.511961582178515
15706,62,2,1,0,3,78808.246592,3,282821.71783,2.539525973192016
15707,62,2,1,0,3,75613.317676,3,303222.99151,2.5182641182795
15708,62,2,1,0,3,76678.293981,3,269566.06793,2.5159665466847434
15709,62,2,1,0,3,75613.317676,3,269980.30699,2.488837983164637
15714,50,2,1,3,1,94782.891171,3,155.33964729,16.675269232386665
15715,48,4,2,0,1,127797.15664,3,227935.04246,14.631259896305746
15716,48,4,2,0,1,127797.15664,3,227935.04246,13.904152843980008
15717,48,4,2,0,1,128862.13294,3,228970.6401,14.58188491735428
15718,48,4,2,0,1,127797.15664,3,227935.04246,14.60587872905748
15725,55,1,1,1,1,110757.53575,3,432517.35794,10.946976155712832
15726,55,1,1,1,1,110757.53575,3,374420.32985,10.946976155712832
15727,55,1,1,1,1,111822.51206,3,412841.00261,10.997990485063944
15728,55,1,1,1,1,110757.53575,3,373488.29197,10.946976155712832
15729,55,1,1,1,1,110757.53575,3,375559.48726,10.988628941880997
15733,51,4,1,2,2,757198.15306,2,44029469.628,9.65207957457439
15767,67,3,1,0,2,117147.39358,3,1295532.6584,1.0079678124848308
15768,67,3,1,0,2,117147.39358,3,1937603.2005,0.9129225127450582
15781,60,4,2,0,2,63898.578318,2,257242.45591,2.4551723831900483
15850,79,4,1,0,2,2896735.5504,2,66375595.689,0.4564301106475711
15851,79,4,1,0,2,2886085.7873,2,59815084.585,0.4592823538490856
15852,79,4,1,0,2,2886085.7873,2,60333919.007,0.4551114031488908
15853,79,4,1,0,2,2886085.7873,2,55517354.344,0.4734501122410136
15854,79,4,1,0,2,2896735.5504,2,65342069.236,0.457864650860151
15855,73,4,1,2,2,2314193.5114,1,22815251.796,0.4543393881183043
15856,73,4,1,2,2,2336558.0138,1,22295381.777,0.4544084305943439
15857,73,4,1,2,2,2127822.658,1,16702118.877,0.4542990740015923
15858,73,4,1,2,2,2125692.7054,1,17810208.361,0.4548059419471658
15859,73,4,1,2,2,2136342.4684,1,30228059.765,0.4546131787899552
15865,32,4,1,0,1,90522.98595,1,139805.68256,39.30353743850289
15866,32,4,1,0,1,90522.98595,1,133281.41737,39.30353743850289
15867,32,4,1,0,1,90522.98595,1,127067.83148,39.30353743850289
15868,32,4,1,0,1,90522.98595,1,137838.04703,39.30353743850289
15869,32,4,1,0,1,90522.98595,1,129139.02678,39.30353743850289
15880,59,4,1,0,1,445160.09561,2,7004181.8485,2.290938074494965
15881,59,4,1,0,1,445160.09561,2,7013067.2763,2.2874788863331434
15882,59,4,1,0,1,445160.09561,2,7003146.2508,2.290938074494965
15883,59,4,1,0,1,445160.09561,2,7003954.017,2.290655226710943
15884,59,4,1,0,1,445160.09561,2,7004678.9353,2.290401571047844
15885,73,4,1,0,3,14930967.8,1,197190323.02,0.4907049936732006
15886,73,4,1,0,3,14930967.8,1,151246033.34,0.496310299976201
15888,73,4,1,0,3,14930967.8,1,221833404.67,0.4890456335347746
15890,61,4,1,3,2,1459017.5383,3,12502770.411,3.1108854394192136
15891,61,4,1,3,2,1363169.6708,3,12394861.137,2.9035768285350008
